"","Protein1","Protein2","Spectra_Count","Site_Count","Gene1","Gene2","Context","CC","MF","BP"
"3861","Q13123","Q99877",5,2,"IK","H2BC15","poor",0.741,0.471,0.098
"3862","Q13123","Q99880",5,2,"IK","H2BC13","poor",0.741,0.666,0.098
"3863","Q13151","Q16778",1,1,"HNRNPA0","H2BC21","poor",0.594,0.505,0.261
"3864","Q13151","Q5QNW6",1,1,"HNRNPA0","H2BC18","poor",0.615,0.438,0
"3865","Q13151","Q8N257",1,1,"HNRNPA0","H2BU1","poor",0,0,0
"3866","Q13151","Q93079",1,1,"HNRNPA0","H2BC9","poor",0.678,0.508,0.033
"3867","Q13151","Q96A08",1,1,"HNRNPA0","H2BC1","poor",0.656,0.447,0.274
"3868","Q13151","Q99877",1,1,"HNRNPA0","H2BC15","poor",0.615,0.459,0.033
"3869","Q13151","Q99879",1,1,"HNRNPA0","H2BC14","poor",0.615,0.459,0.033
"3870","Q13151","Q99880",1,1,"HNRNPA0","H2BC13","poor",0.615,0.505,0.033
"3871","Q13185","Q16695",5,2,"CBX3","H3-4","poor",0.743,0.663,0.456
"3872","Q13185","Q16778",1,1,"CBX3","H2BC21","poor",0.632,0.663,0.229
"3873","Q13185","Q32P51",1,1,"CBX3","HNRNPA1L2","poor",0.437,0.269,0.138
"3874","Q13185","Q5QNW6",1,1,"CBX3","H2BC18","poor",0.648,0.447,0
"3875","Q13185","Q5TEC6",5,2,"CBX3","H3-7","poor",0.681,0.435,0
"3876","Q13185","Q6NXT2",5,2,"CBX3","H3-5","poor",0.765,0.673,0.261
"3877","Q13185","Q71DI3",5,2,"CBX3","H3C15","poor",0.645,0.663,0.456
"3878","Q13185","Q8N257",1,1,"CBX3","H2BU1","poor",0,0,0
"3879","Q13185","Q93079",1,1,"CBX3","H2BC9","poor",0.636,0.71,0.46
"3880","Q13185","Q96A08",1,1,"CBX3","H2BC1","poor",0.746,0.552,0.404
"3881","Q13185","Q99877",1,1,"CBX3","H2BC15","poor",0.648,0.435,0.46
"3882","Q13185","Q99879",1,1,"CBX3","H2BC14","poor",0.648,0.435,0.46
"3883","Q13185","Q99880",1,1,"CBX3","H2BC13","poor",0.648,0.663,0.46
"3884","Q13185","Q9P225",1,1,"CBX3","DNAH2","poor",0.414,0.461,0.157
"3885","Q13191","Q16778",1,1,"CBLB","H2BC21","poor",0.63,0.511,0.153
"3886","Q13191","Q5QNW6",1,1,"CBLB","H2BC18","poor",0.652,0.376,0
"3887","Q13191","Q5TEC6",1,1,"CBLB","H3-7","poor",0.534,0.329,0
"3888","Q13191","Q6NXT2",1,1,"CBLB","H3-5","poor",0.517,0.503,0.318
"3889","Q13191","Q71DI3",1,1,"CBLB","H3C15","poor",0.54,0.511,0.081
"3890","Q13191","Q8N257",1,1,"CBLB","H2BU1","poor",0,0,0
"3891","Q13191","Q93079",1,1,"CBLB","H2BC9","poor",0.61,0.546,0.097
"3892","Q13191","Q96A08",1,1,"CBLB","H2BC1","poor",0.545,0.444,0.177
"3893","Q13191","Q99877",1,1,"CBLB","H2BC15","poor",0.652,0.329,0.097
"3894","Q13191","Q99879",1,1,"CBLB","H2BC14","poor",0.652,0.329,0.097
"3895","Q13191","Q99880",1,1,"CBLB","H2BC13","poor",0.652,0.511,0.097
"3896","Q13200","Q5VTE0",1,1,"PSMD2","EEF1A1P5","poor",0.659,0.316,0.266
"3897","Q13206","Q5VTE0",3,3,"DDX10","EEF1A1P5","poor",1,0.587,0.279
"3898","Q13206","Q9BY42",1,1,"DDX10","RTF2","poor",1,0.366,0.142
"3899","Q13206","Q9Y4D8",1,1,"DDX10","HECTD4","poor",0.268,0.217,0.109
"3900","Q13207","Q58FG1",1,1,"TBX2","HSP90AA4P","poor",0.67,0.378,0.21
"3901","Q13263","Q8IY81",1,1,"TRIM28","FTSJ3","poor",0.714,0.483,0.259
"3902","Q13435","Q6ZXV5",1,1,"SF3B2","TMTC3","poor",0.459,0.516,0.139
"3903","Q13439","Q14185",1,1,"GOLGA4","DOCK1","poor",0.768,0.716,0.304
"3904","Q13439","Q7Z6Z7",1,1,"GOLGA4","HUWE1","poor",0.823,0.458,0.202
"3905","Q13523","Q5VTE0",1,1,"PRPF4B","EEF1A1P5","poor",0,0,0
"3906","Q13576","Q9P2E9",1,1,"IQGAP2","RRBP1","poor",0.492,0.184,0.111
"3907","Q13601","Q16778",2,2,"KRR1","H2BC21","rich",0.674,0.711,0.087
"3908","Q13601","Q6DN03",1,1,"KRR1","H2BC20P","poor",0,0,0
"3909","Q13601","Q6DRA6",1,1,"KRR1","H2BC19P","poor",0.486,0.585,0
"3910","Q13601","Q8N257",1,1,"KRR1","H2BU1","poor",0,0,0
"3911","Q13601","Q93079",1,1,"KRR1","H2BC9","poor",0.666,0.692,0.169
"3912","Q13601","Q99877",1,1,"KRR1","H2BC15","poor",0.65,0.585,0.169
"3913","Q13601","Q99880",1,1,"KRR1","H2BC13","poor",0.65,0.711,0.169
"3914","Q13616","Q86VP6",1,1,"CUL1","CAND1","poor",0.81,0.562,0.406
"3915","Q13618","Q86VP6",1,1,"CUL3","CAND1","poor",0.754,0.571,0.325
"3916","Q13619","Q9P2E9",1,1,"CUL4A","RRBP1","poor",0.438,0.19,0.197
"3917","Q13740","Q9NQW6",1,1,"ALCAM","ANLN","poor",0.365,0.591,0.215
"3918","Q13765","Q14914",1,1,"NACA","PTGR1","poor",0.689,0.297,0.048
"3919","Q13765","Q7Z4V5",1,1,"NACA","HDGFL2","poor",0.95,0.458,0.073
"3920","Q13765","Q96K17",5,2,"NACA","BTF3L4","poor",0,0.788,0
"3921","Q13769","Q6I9Y2",2,1,"THOC5","THOC7","poor",0.981,0.924,0.707
"3922","Q13769","Q96AC1",1,1,"THOC5","FERMT2","poor",0.633,0.616,0.143
"3923","Q13769","Q9UIG0",2,1,"THOC5","BAZ1B","poor",0.729,0.421,0.38
"3924","Q13813","Q7Z6E9",1,1,"SPTAN1","RBBP6","poor",0.564,0.546,0.103
"3925","Q13813","Q8NF91",1,1,"SPTAN1","SYNE1","poor",0.631,0.712,0.22
"3926","Q13813","Q8WXH0",1,1,"SPTAN1","SYNE2","poor",0.629,0.688,0.19
"3927","Q13813","Q9H2U1",1,1,"SPTAN1","DHX36","poor",0.645,0.398,0.109
"3928","Q14008","Q9UBB4",1,1,"CKAP5","ATXN10","poor",0.656,1,0.205
"3929","Q14008","Q9UNX4",3,1,"CKAP5","WDR3","poor",0.529,0.221,0.174
"3930","Q14019","Q5SRE5",1,1,"COTL1","NUP188","poor",0.559,0.224,0.137
"3931","Q14019","Q9NWH9",1,1,"COTL1","SLTM","poor",0.496,0.657,0.163
"3932","Q14103","Q32P51",1,1,"HNRNPD","HNRNPA1L2","poor",0.546,0.849,0.179
"3933","Q14103","Q9UIF9",1,1,"HNRNPD","BAZ2A","poor",0.69,0.673,0.399
"3934","Q14119","Q5QNW6",1,1,"VEZF1","H2BC18","poor",0.707,0.461,0
"3935","Q14119","Q5TEC6",1,1,"VEZF1","H3-7","poor",0.862,0.401,0
"3936","Q14119","Q6NXT2",1,1,"VEZF1","H3-5","poor",0.782,0.466,0.252
"3937","Q14119","Q71DI3",1,1,"VEZF1","H3C15","poor",0.699,0.522,0.066
"3938","Q14119","Q93079",1,1,"VEZF1","H2BC9","poor",0.639,0.555,0.046
"3939","Q14119","Q99877",1,1,"VEZF1","H2BC15","poor",0.707,0.401,0.046
"3940","Q14126","Q9NQW6",1,1,"DSG2","ANLN","poor",0.43,0.586,0.16
"3941","Q14141","Q16181",3,1,"SEPTIN6","SEPTIN7","poor",0.811,0.896,0.856
"3942","Q14141","Q7L1Q6",1,1,"SEPTIN6","BZW1","poor",0.431,0.353,0.079
"3943","Q14141","Q9UG63",1,1,"SEPTIN6","ABCF2","poor",0.383,0.486,0
"3944","Q14151","Q9BQL6",1,1,"SAFB2","FERMT1","poor",0.521,0.397,0.2
"3945","Q14152","Q7L2H7",3,2,"EIF3A","EIF3M","poor",0.8,0.786,0.745
"3946","Q14152","Q99613",2,1,"EIF3A","EIF3C","poor",0.779,0.83,0.617
"3947","Q14152","Q9P035",2,1,"EIF3A","HACD3","poor",0.412,0.45,0.241
"3948","Q14157","Q9UKD2",1,1,"UBAP2L","MRTO4","poor",0.622,1,0.157
"3949","Q14185","Q16778",1,1,"DOCK1","H2BC21","poor",0.661,0.52,0.095
"3950","Q14185","Q5QNW6",1,1,"DOCK1","H2BC18","poor",0.681,0.398,0
"3951","Q14185","Q8N257",1,1,"DOCK1","H2BU1","poor",0,0,0
"3952","Q14185","Q93079",1,1,"DOCK1","H2BC9","poor",0.708,0.564,0.124
"3953","Q14185","Q96A08",1,1,"DOCK1","H2BC1","poor",0.561,0.47,0.239
"3954","Q14185","Q99877",1,1,"DOCK1","H2BC15","poor",0.681,0.352,0.124
"3955","Q14185","Q99879",1,1,"DOCK1","H2BC14","poor",0.681,0.352,0.124
"3956","Q14185","Q99880",1,1,"DOCK1","H2BC13","poor",0.681,0.52,0.124
"3957","Q14203","Q32MZ4",1,1,"DCTN1","LRRFIP1","poor",0.669,0.524,0.051
"3958","Q14203","Q5VTE0",1,1,"DCTN1","EEF1A1P5","poor",0.485,0.298,0.224
"3959","Q14204","Q14839",1,1,"DYNC1H1","CHD4","poor",0.558,0.693,0.228
"3960","Q14204","Q9BXJ9",1,1,"DYNC1H1","NAA15","poor",0.549,0.592,0.172
"3961","Q14232","Q8WWI1",1,1,"EIF2B1","LMO7","poor",0.655,0.221,0.249
"3962","Q14241","Q5TEC6",1,1,"ELOA","H3-7","poor",0.7,0.657,0
"3963","Q14241","Q6NXT2",1,1,"ELOA","H3-5","poor",0.717,1,0.126
"3964","Q14241","Q71DI3",1,1,"ELOA","H3C15","poor",0.76,1,0.05
"3965","Q14241","Q86XX4",1,1,"ELOA","FRAS1","poor",0.264,0.357,0.057
"3966","Q14241","Q96AG4",1,1,"ELOA","LRRC59","poor",0.482,1,0.191
"3967","Q14247","Q5JSZ5",1,1,"CTTN","PRRC2B","poor",0,0.754,0.348
"3968","Q14247","Q9H2U1",1,1,"CTTN","DHX36","poor",0.627,0.361,0.239
"3969","Q14315","Q5TEC6",1,1,"FLNC","H3-7","poor",0.345,0.439,0
"3970","Q14315","Q6NXT2",1,1,"FLNC","H3-5","poor",0.391,0.643,0.128
"3971","Q14315","Q71DI3",1,1,"FLNC","H3C15","poor",0.462,0.649,0.248
"3972","Q14315","Q93079",1,1,"FLNC","H2BC9","poor",0.497,0.65,0.199
"3973","Q14315","Q99877",1,1,"FLNC","H2BC15","poor",0.514,0.439,0.199
"3974","Q14315","Q99880",1,1,"FLNC","H2BC13","poor",0.514,0.649,0.199
"3975","Q14320","Q15366",1,1,"FAM50A","PCBP2","poor",0.531,0.812,0.351
"3976","Q14320","Q8NC51",2,2,"FAM50A","SERBP1","poor",0.545,0.743,0.343
"3977","Q14444","Q14980",1,1,"CAPRIN1","NUMA1","poor",0.641,0.466,0.254
"3978","Q14533","Q99456",4,1,"KRT81","KRT12","poor",0.801,0.743,0.579
"3979","Q14568","Q15185",3,1,"HSP90AA2P","PTGES3","poor",0.621,0.491,0.381
"3980","Q14568","Q96EP5",1,1,"HSP90AA2P","DAZAP1","poor",0.638,0.366,0.257
"3981","Q14568","Q9P2N5",1,1,"HSP90AA2P","RBM27","poor",0.508,0.217,0.17
"3982","Q14643","Q562R1",1,1,"ITPR1","ACTBL2","poor",0.516,0.414,0.212
"3983","Q14683","Q9UBU8",1,1,"SMC1A","MORF4L1","poor",0.636,0.601,0.408
"3984","Q14683","Q9UQE7",4,2,"SMC1A","SMC3","rich",0.974,0.891,0.858
"3985","Q14684","Q32MZ4",2,1,"RRP1B","LRRFIP1","poor",0.712,0.619,0.342
"3986","Q14684","Q5SSJ5",1,1,"RRP1B","HP1BP3","poor",0.749,0.653,0.302
"3987","Q14684","Q6NZI2",1,1,"RRP1B","CAVIN1","poor",0.689,0.813,0.303
"3988","Q14687","Q16778",1,1,"GSE1","H2BC21","poor",0,1,0
"3989","Q14687","Q53EL6",1,1,"GSE1","PDCD4","poor",0,1,0
"3990","Q14687","Q5QNW6",1,1,"GSE1","H2BC18","poor",0,0.657,0
"3991","Q14687","Q6DN03",1,1,"GSE1","H2BC20P","poor",0,0,0
"3992","Q14687","Q6DRA6",1,1,"GSE1","H2BC19P","poor",0,0.657,0
"3993","Q14687","Q8N257",1,1,"GSE1","H2BU1","poor",0,0,0
"3994","Q14687","Q93079",1,1,"GSE1","H2BC9","poor",0,1,0
"3995","Q14687","Q99877",1,1,"GSE1","H2BC15","poor",0,0.657,0
"3996","Q14687","Q99880",1,1,"GSE1","H2BC13","poor",0,1,0
"3997","Q14692","Q96AE4",1,1,"BMS1","FUBP1","poor",0.573,0.564,0.188
"3998","Q14692","Q96I24",1,1,"BMS1","FUBP3","poor",0.534,0.564,0.229
"3999","Q14764","Q16778",1,1,"MVP","H2BC21","poor",0.72,0.643,0.054
"4000","Q14764","Q5QNW6",1,1,"MVP","H2BC18","poor",0.693,0.433,0
"4001","Q14764","Q8N257",1,1,"MVP","H2BU1","poor",0,0,0
"4002","Q14764","Q93079",1,1,"MVP","H2BC9","poor",0.723,0.667,0.044
"4003","Q14764","Q96A08",1,1,"MVP","H2BC1","poor",0.561,0.521,0.094
"4004","Q14764","Q99877",1,1,"MVP","H2BC15","poor",0.693,0.428,0.044
"4005","Q14764","Q99879",1,1,"MVP","H2BC14","poor",0.693,0.428,0.044
"4006","Q14764","Q99880",1,1,"MVP","H2BC13","poor",0.693,0.643,0.044
"4007","Q14789","Q6R327",1,1,"GOLGB1","RICTOR","poor",0.775,0.494,0.217
"4008","Q14839","Q8TB72",1,1,"CHD4","PUM2","poor",0.542,0.507,0.424
"4009","Q14839","Q9H2P0",2,1,"CHD4","ADNP","poor",0.637,0.563,0.386
"4010","Q14974","Q16695",1,1,"KPNB1","H3-4","poor",0.609,0.617,0.207
"4011","Q14974","Q5TEC6",1,1,"KPNB1","H3-7","poor",0.541,0.431,0
"4012","Q14974","Q6NXT2",1,1,"KPNB1","H3-5","poor",0.544,0.579,0.177
"4013","Q14974","Q71DI3",1,1,"KPNB1","H3C15","poor",0.678,0.617,0.207
"4014","Q14978","Q15050",1,1,"NOLC1","RRS1","poor",0.776,0.609,0.342
"4015","Q14978","Q5TEC6",1,1,"NOLC1","H3-7","poor",0.727,0.496,0
"4016","Q14978","Q6NXT2",1,1,"NOLC1","H3-5","poor",0.699,0.512,0.202
"4017","Q14978","Q71DI3",1,1,"NOLC1","H3C15","poor",0.664,0.573,0.227
"4018","Q14980","Q16695",1,1,"NUMA1","H3-4","poor",0.525,0.634,0.225
"4019","Q14980","Q16881",1,1,"NUMA1","TXNRD1","poor",0.58,0.546,0.29
"4020","Q14980","Q5TEC6",1,1,"NUMA1","H3-7","poor",0.439,0.435,0
"4021","Q14980","Q6NXT2",1,1,"NUMA1","H3-5","poor",0.488,0.641,0.45
"4022","Q14980","Q71DI3",1,1,"NUMA1","H3C15","poor",0.503,0.634,0.225
"4023","Q14980","Q8WZ42",2,1,"NUMA1","TTN","poor",0.525,0.59,0.246
"4024","Q14980","Q99661",6,1,"NUMA1","KIF2C","poor",0.766,0.637,0.486
"4025","Q14980","Q9P2I0",2,1,"NUMA1","CPSF2","poor",0.428,0.59,0.06
"4026","Q14980","Q9UG63",2,1,"NUMA1","ABCF2","poor",0.368,0.124,0
"4027","Q15003","Q16695",3,1,"NCAPH","H3-4","poor",0.63,0.625,0.292
"4028","Q15003","Q16777",3,1,"NCAPH","H2AC20","poor",0.527,0.485,0.304
"4029","Q15003","Q16778",1,1,"NCAPH","H2BC21","poor",0.725,0.625,0.156
"4030","Q15003","Q5QNW6",1,1,"NCAPH","H2BC18","poor",0.746,0.466,0
"4031","Q15003","Q5TEC6",3,1,"NCAPH","H3-7","poor",0.672,0.444,0
"4032","Q15003","Q6FI13",3,1,"NCAPH","H2AC18","poor",0.527,0.618,0.304
"4033","Q15003","Q6NXT2",3,1,"NCAPH","H3-5","poor",0.668,0.644,0.45
"4034","Q15003","Q71DI3",3,1,"NCAPH","H3C15","poor",0.655,0.625,0.292
"4035","Q15003","Q7L7L0",3,1,"NCAPH","H2AW","poor",0,0,0
"4036","Q15003","Q93077",3,1,"NCAPH","H2AC6","poor",0.629,0.618,0.296
"4037","Q15003","Q93079",1,1,"NCAPH","H2BC9","poor",0.712,0.635,0.306
"4038","Q15003","Q96KK5",3,1,"NCAPH","H2AC12","poor",0.527,0.485,0.304
"4039","Q15003","Q99877",1,1,"NCAPH","H2BC15","poor",0.746,0.444,0.306
"4040","Q15003","Q99878",3,1,"NCAPH","H2AC14","poor",0,0,0
"4041","Q15003","Q99879",1,1,"NCAPH","H2BC14","poor",0.746,0.444,0.306
"4042","Q15003","Q99880",1,1,"NCAPH","H2BC13","poor",0.746,0.625,0.306
"4043","Q15003","Q9BTM1",3,1,"NCAPH","H2AJ","poor",0.527,0.485,0.304
"4044","Q15019","Q9NVA2",5,1,"SEPTIN2","SEPTIN11","poor",0.595,0.962,0.401
"4045","Q15021","Q16181",1,1,"NCAPD2","SEPTIN7","poor",0.61,0.566,0.292
"4046","Q15021","Q71U36",1,1,"NCAPD2","TUBA1A","poor",0.718,0.548,0.26
"4047","Q15050","Q15459",1,1,"RRS1","SF3A1","poor",0.603,0.948,0.262
"4048","Q15050","Q16778",3,2,"RRS1","H2BC21","poor",0.575,0.683,0.135
"4049","Q15050","Q58FF3",1,1,"RRS1","HSP90B2P","poor",0.48,0.37,0.274
"4050","Q15050","Q5QNW6",3,2,"RRS1","H2BC18","poor",0.607,0.558,0
"4051","Q15050","Q5TEC6",1,1,"RRS1","H3-7","poor",0.663,0.573,0
"4052","Q15050","Q6DN03",1,1,"RRS1","H2BC20P","poor",0,0,0
"4053","Q15050","Q6DRA6",1,1,"RRS1","H2BC19P","poor",0.533,0.573,0
"4054","Q15050","Q6NXT2",1,1,"RRS1","H3-5","poor",0.639,0.576,0.197
"4055","Q15050","Q71DI3",1,1,"RRS1","H3C15","poor",0.587,0.683,0.22
"4056","Q15050","Q86VP6",1,1,"RRS1","CAND1","poor",0.54,0.633,0.263
"4057","Q15050","Q8N257",3,2,"RRS1","H2BU1","poor",0,0,0
"4058","Q15050","Q93079",3,2,"RRS1","H2BC9","poor",0.63,0.675,0.36
"4059","Q15050","Q96A08",2,1,"RRS1","H2BC1","poor",0.595,0.603,0.213
"4060","Q15050","Q99877",3,2,"RRS1","H2BC15","poor",0.607,0.573,0.36
"4061","Q15050","Q99879",2,1,"RRS1","H2BC14","poor",0.607,0.573,0.36
"4062","Q15050","Q99880",3,2,"RRS1","H2BC13","poor",0.607,0.683,0.36
"4063","Q15050","Q9Y6F1",1,1,"RRS1","PARP3","poor",0.656,0.286,0.22
"4064","Q15075","Q92499",1,1,"EEA1","DDX1","poor",0.477,0.393,0.159
"4065","Q15149","Q17RB8",1,1,"PLEC","LONRF1","poor",1,0.556,0
"4066","Q15149","Q562R1",6,1,"PLEC","ACTBL2","poor",0.662,0.627,0.328
"4067","Q15149","Q5VYK3",1,1,"PLEC","ECPAS","poor",0.553,0.595,0.176
"4068","Q15149","Q7Z4V5",1,1,"PLEC","HDGFL2","poor",0.495,0.567,0.32
"4069","Q15149","Q8WWL7",2,1,"PLEC","CCNB3","poor",0.492,0.575,0.211
"4070","Q15149","Q96NB3",1,1,"PLEC","ZNF830","poor",0.354,0.654,0.325
"4071","Q15149","Q9BW04",1,1,"PLEC","SARG","poor",0,0,0
"4072","Q15149","Q9NVU0",1,1,"PLEC","POLR3E","poor",0.444,0,0.121
"4073","Q15149","Q9P2E9",1,1,"PLEC","RRBP1","poor",0.49,0.37,0.211
"4074","Q15149","Q9Y4G6",1,1,"PLEC","TLN2","poor",0.683,0.799,0.31
"4075","Q15181","Q32P51",1,1,"PPA1","HNRNPA1L2","poor",0.675,0.111,0.178
"4076","Q15181","Q9P225",1,1,"PPA1","DNAH2","poor",0.328,0.355,0.151
"4077","Q15233","Q8NC51",4,1,"NONO","SERBP1","poor",0.667,0.736,0.233
"4078","Q15233","Q8WXF1",1,1,"NONO","PSPC1","poor",0.885,0.859,0.655
"4079","Q15233","Q96T88",1,1,"NONO","UHRF1","poor",0.844,0.604,0.476
"4080","Q15233","Q9C0D2",2,1,"NONO","CEP295","poor",0.516,0.573,0.161
"4081","Q15233","Q9UPN3",1,1,"NONO","MACF1","poor",0.604,0.704,0.179
"4082","Q15276","Q9C0D5",1,1,"RABEP1","TANC1","poor",0.193,1,0.178
"4083","Q15366","Q9Y4D8",1,1,"PCBP2","HECTD4","poor",1,0.519,0.133
"4084","Q15388","Q7Z6E9",1,1,"TOMM20","RBBP6","poor",0.411,0.428,0.051
"4085","Q15388","Q7Z7A1",1,1,"TOMM20","CNTRL","poor",0.414,1,0.087
"4086","Q15393","Q9BWJ5",5,1,"SF3B3","SF3B5","poor",0.973,0.802,0.905
"4087","Q15393","Q9NTJ3",3,1,"SF3B3","SMC4","poor",0.697,0.524,0.138
"4088","Q15397","Q5VTE0",2,1,"PUM3","EEF1A1P5","poor",0.527,0.447,0.501
"4089","Q15397","Q96AC1",2,1,"PUM3","FERMT2","poor",0.479,0.568,0.117
"4090","Q15424","Q96QC0",1,1,"SAFB","PPP1R10","poor",0.69,0.714,0.207
"4091","Q15424","Q9BQL6",1,1,"SAFB","FERMT1","poor",0.434,0.322,0.23
"4092","Q15459","Q7Z6Z7",1,1,"SF3A1","HUWE1","poor",0.598,0.617,0.208
"4093","Q15459","Q8NF91",1,1,"SF3A1","SYNE1","poor",0.575,0.753,0.089
"4094","Q15631","Q8N8Z6",3,1,"TSN","DCBLD1","poor",0.469,0.224,0
"4095","Q15651","Q16777",3,1,"HMGN3","H2AC20","poor",0.686,0.588,0.935
"4096","Q15651","Q16778",19,5,"HMGN3","H2BC21","poor",0.815,0.633,0.266
"4097","Q15651","Q5QNW6",14,3,"HMGN3","H2BC18","poor",0.863,0.489,0
"4098","Q15651","Q6DN03",2,1,"HMGN3","H2BC20P","poor",0,0,0
"4099","Q15651","Q6DRA6",2,1,"HMGN3","H2BC19P","poor",0.75,0.477,0
"4100","Q15651","Q6FI13",3,1,"HMGN3","H2AC18","poor",0.686,0.702,0.935
"4101","Q15651","Q7L7L0",3,1,"HMGN3","H2AW","poor",0,0,0
"4102","Q15651","Q8IUE6",3,1,"HMGN3","H2AC21","poor",0.686,0.702,0.935
"4103","Q15651","Q8N257",14,3,"HMGN3","H2BU1","poor",0,0,0
"4104","Q15651","Q93077",3,1,"HMGN3","H2AC6","poor",0.763,0.702,0.548
"4105","Q15651","Q93079",14,3,"HMGN3","H2BC9","poor",0.8,0.646,0.46
"4106","Q15651","Q96A08",14,3,"HMGN3","H2BC1","poor",0.778,0.545,0.471
"4107","Q15651","Q96KK5",3,1,"HMGN3","H2AC12","poor",0.686,0.588,0.935
"4108","Q15651","Q96QV6",3,1,"HMGN3","H2AC1","poor",0.699,0.601,0.78
"4109","Q15651","Q99877",14,3,"HMGN3","H2BC15","poor",0.863,0.477,0.46
"4110","Q15651","Q99878",3,1,"HMGN3","H2AC14","poor",0,0,0
"4111","Q15651","Q99879",14,3,"HMGN3","H2BC14","poor",0.863,0.477,0.46
"4112","Q15651","Q99880",14,3,"HMGN3","H2BC13","poor",0.863,0.633,0.46
"4113","Q15651","Q9BTM1",3,1,"HMGN3","H2AJ","poor",0.686,0.588,0.935
"4114","Q16181","Q16891",1,1,"SEPTIN7","IMMT","poor",0.439,0.523,0.181
"4115","Q16181","Q8WZ42",2,2,"SEPTIN7","TTN","poor",0.547,0.61,0.188
"4116","Q16181","Q9NVA2",5,2,"SEPTIN7","SEPTIN11","rich",0.65,0.896,0.388
"4117","Q16181","Q9UJU6",1,1,"SEPTIN7","DBNL","poor",0.585,0.608,0.268
"4118","Q16543","Q58FF7",1,1,"CDC37","HSP90AB3P","poor",0.808,0.516,0.484
"4119","Q16543","Q8WWI1",1,1,"CDC37","LMO7","poor",0.57,0.236,0.242
"4120","Q16543","Q9UPN9",4,2,"CDC37","TRIM33","poor",0.311,0.616,0.242
"4121","Q16695","Q16777",87,15,"H3-4","H2AC20","rich",0.899,0.792,0.591
"4122","Q16695","Q16778",160,31,"H3-4","H2BC21","rich",0.859,1,0.379
"4123","Q16695","Q53EL6",2,1,"H3-4","PDCD4","poor",0.565,0.711,0.077
"4124","Q16695","Q5QNW6",147,27,"H3-4","H2BC18","rich",0.885,0.891,0
"4125","Q16695","Q6DN03",6,4,"H3-4","H2BC20P","rich",0,0,0
"4126","Q16695","Q6DRA6",6,4,"H3-4","H2BC19P","rich",0.784,0.951,0
"4127","Q16695","Q6FI13",138,18,"H3-4","H2AC18","rich",0.899,0.853,0.591
"4128","Q16695","Q71UI9",42,3,"H3-4","H2AZ2","rich",0.899,0.738,0.716
"4129","Q16695","Q7L7L0",134,16,"H3-4","H2AW","rich",0,0,0
"4130","Q16695","Q8IUE6",26,9,"H3-4","H2AC21","rich",0.899,0.853,0.591
"4131","Q16695","Q8N257",113,17,"H3-4","H2BU1","rich",0,0,0
"4132","Q16695","Q92522",1,1,"H3-4","H1-10","poor",0.866,0.744,0.633
"4133","Q16695","Q92538",1,1,"H3-4","GBF1","poor",0.513,0.482,0.206
"4134","Q16695","Q93077",135,17,"H3-4","H2AC6","rich",0.943,0.853,0.566
"4135","Q16695","Q93079",155,30,"H3-4","H2BC9","rich",0.834,0.906,1
"4136","Q16695","Q96A08",88,5,"H3-4","H2BC1","rich",0.853,0.894,0.545
"4137","Q16695","Q96CB8",3,2,"H3-4","INTS12","rich",0.718,0.594,0.058
"4138","Q16695","Q96KK5",138,18,"H3-4","H2AC12","rich",0.899,0.792,0.591
"4139","Q16695","Q96QV6",15,6,"H3-4","H2AC1","rich",0.947,0.838,0.833
"4140","Q16695","Q99877",149,28,"H3-4","H2BC15","rich",0.885,0.951,1
"4141","Q16695","Q99878",134,15,"H3-4","H2AC14","rich",0,0,0
"4142","Q16695","Q99879",124,16,"H3-4","H2BC14","rich",0.885,0.951,1
"4143","Q16695","Q99880",149,28,"H3-4","H2BC13","rich",0.885,1,1
"4144","Q16695","Q9BTM1",77,12,"H3-4","H2AJ","rich",0.899,0.792,0.591
"4145","Q16695","Q9H0G5",1,1,"H3-4","NSRP1","poor",0.676,0.694,0.096
"4146","Q16695","Q9HB71",1,1,"H3-4","CACYBP","poor",0.686,0.659,0.073
"4147","Q16695","Q9NPD8",3,1,"H3-4","UBE2T","poor",0.738,0.482,0.094
"4148","Q16695","Q9NRR4",5,1,"H3-4","DROSHA","poor",0.609,0.596,0.075
"4149","Q16695","Q9UPQ0",6,2,"H3-4","LIMCH1","poor",0.382,0.399,0.213
"4150","Q16695","Q9Y6F1",1,1,"H3-4","PARP3","poor",0.634,0.318,0.134
"4151","Q16777","Q16778",8,3,"H2AC20","H2BC21","rich",0.848,0.792,0.241
"4152","Q16777","Q5QNW6",36,4,"H2AC20","H2BC18","rich",0.88,0.901,0
"4153","Q16777","Q5T200",1,1,"H2AC20","ZC3H13","poor",0.605,0.456,0.157
"4154","Q16777","Q5TEC6",43,12,"H2AC20","H3-7","rich",0.833,0.811,0
"4155","Q16777","Q6NXT2",95,16,"H2AC20","H3-5","rich",0.803,0.891,0.221
"4156","Q16777","Q71DI3",101,18,"H2AC20","H3C15","rich",0.895,0.792,0.591
"4157","Q16777","Q7L7L0",13,2,"H2AC20","H2AW","poor",0,0,0
"4158","Q16777","Q93077",13,2,"H2AC20","H2AC6","poor",0.957,0.962,0.613
"4159","Q16777","Q93079",74,13,"H2AC20","H2BC9","rich",0.818,0.681,0.373
"4160","Q16777","Q99877",74,13,"H2AC20","H2BC15","rich",0.88,0.811,0.373
